4.154324722290039062e+01,2.598405456542968750e+01,1.449999809265136719e+01,9.943647384643554688e+00,9.235554695129394531e+00,8.748869895935058594e+00,8.289410591125488281e+00,7.845489978790283203e+00,7.425127506256103516e+00,7.039902210235595703e+00,6.688560009002685547e+00,6.371511459350585938e+00,6.093691349029541016e+00,5.838431835174560547e+00,5.609400749206542969e+00,5.413216114044189453e+00,5.257672309875488281e+00,5.139118194580078125e+00,5.045363426208496094e+00,4.970940113067626953e+00
3.437295913696289062e+01,1.539213943481445312e+01,9.060663223266601562e+00,8.375787734985351562e+00,7.748074054718017578e+00,7.176602840423583984e+00,6.662476062774658203e+00,6.217689514160156250e+00,5.837224960327148438e+00,5.519158840179443359e+00,5.255790710449218750e+00,5.047973155975341797e+00,4.892076492309570312e+00,4.767195224761962891e+00,4.680232524871826172e+00,4.615300178527832031e+00,4.561824321746826172e+00,4.522839546203613281e+00,4.495372295379638672e+00,4.467413902282714844e+00
1.548478412628173828e+01,1.087002849578857422e+01,9.117828369140625000e+00,7.355848312377929688e+00,5.985664844512939453e+00,5.109948158264160156e+00,4.647351264953613281e+00,4.413339138031005859e+00,4.302586555480957031e+00,4.232511997222900391e+00,4.179497241973876953e+00,4.140529155731201172e+00,4.107948303222656250e+00,4.080710411071777344e+00,4.051579475402832031e+00,4.029848575592041016e+00,4.009796619415283203e+00,3.987174272537231445e+00,3.970171928405761719e+00,3.949015855789184570e+00
1.254517650604248047e+01,1.022679615020751953e+01,7.426239490509033203e+00,5.611094474792480469e+00,4.851800441741943359e+00,4.572449684143066406e+00,4.432201385498046875e+00,4.341796875000000000e+00,4.275478363037109375e+00,4.217599868774414062e+00,4.160161972045898438e+00,4.104009628295898438e+00,4.062508106231689453e+00,4.018643379211425781e+00,3.987009286880493164e+00,3.948167085647583008e+00,3.918768882751464844e+00,3.892003536224365234e+00,3.866003274917602539e+00,3.842898368835449219e+00
1.244225978851318359e+01,8.594053268432617188e+00,5.857120990753173828e+00,4.953096389770507812e+00,4.648537158966064453e+00,4.459943294525146484e+00,4.317317962646484375e+00,4.208315372467041016e+00,4.095553398132324219e+00,3.999764204025268555e+00,3.921610593795776367e+00,3.862932920455932617e+00,3.812994241714477539e+00,3.773083686828613281e+00,3.739863872528076172e+00,3.708182811737060547e+00,3.680830955505371094e+00,3.655223369598388672e+00,3.637738227844238281e+00,3.620764970779418945e+00
1.056118583679199219e+01,6.008356094360351562e+00,4.809367179870605469e+00,4.344038486480712891e+00,4.119660854339599609e+00,3.910004377365112305e+00,3.791255712509155273e+00,3.708848476409912109e+00,3.618486166000366211e+00,3.554074764251708984e+00,3.501569747924804688e+00,3.463190078735351562e+00,3.424848794937133789e+00,3.398390531539916992e+00,3.375483989715576172e+00,3.344681262969970703e+00,3.324903726577758789e+00,3.302535057067871094e+00,3.302050113677978516e+00,3.280945062637329102e+00
8.114382743835449219e+00,4.886951923370361328e+00,4.206013679504394531e+00,3.939757585525512695e+00,3.699912548065185547e+00,3.553469657897949219e+00,3.443584918975830078e+00,3.352674961090087891e+00,3.299092054367065430e+00,3.199361562728881836e+00,3.173198938369750977e+00,3.176366329193115234e+00,3.077580928802490234e+00,3.041608810424804688e+00,3.005394458770751953e+00,2.979497671127319336e+00,2.977792263031005859e+00,2.955080032348632812e+00,2.938948631286621094e+00,2.925051927566528320e+00
6.087422847747802734e+00,4.378057956695556641e+00,3.877110242843627930e+00,3.549564123153686523e+00,3.298384666442871094e+00,3.200038433074951172e+00,3.114660739898681641e+00,3.018955469131469727e+00,2.964479446411132812e+00,2.912662744522094727e+00,2.878751277923583984e+00,2.854974508285522461e+00,2.908052921295166016e+00,2.825769901275634766e+00,2.811747789382934570e+00,2.797809123992919922e+00,2.790364742279052734e+00,2.750783681869506836e+00,2.822006464004516602e+00,2.736075878143310547e+00
5.201553821563720703e+00,3.826853036880493164e+00,3.375796794891357422e+00,3.277466058731079102e+00,3.014755487442016602e+00,3.001045227050781250e+00,2.898340463638305664e+00,2.824788570404052734e+00,2.817508697509765625e+00,2.737108469009399414e+00,2.756120920181274414e+00,2.736927032470703125e+00,2.741615056991577148e+00,2.699083566665649414e+00,2.707621812820434570e+00,2.689593791961669922e+00,2.684318304061889648e+00,2.714150667190551758e+00,2.669377088546752930e+00,2.670050144195556641e+00
4.446934223175048828e+00,3.486605167388916016e+00,3.158498048782348633e+00,2.978128433227539062e+00,2.892355918884277344e+00,2.849203824996948242e+00,2.764966487884521484e+00,2.840956449508666992e+00,2.746216773986816406e+00,2.727531909942626953e+00,2.734661579132080078e+00,2.811418056488037109e+00,2.768227338790893555e+00,2.733680248260498047e+00,2.746826648712158203e+00,2.736763715744018555e+00,2.758150100708007812e+00,2.748954772949218750e+00,2.754720211029052734e+00,2.761563301086425781e+00
