,0,1,2,3,4
0,5.613169517889862,5.567461541887215,5.503973050692182,5.464601995114006,5.4549103280232085
1,4.2523507481677525,4.182359925310464,4.327121399124593,,
2,3.4477753779010585,3.313998442907675,3.301574110596498,3.3341760293668568,
3,2.8924377640217833,3.25704826827158,,,
4,2.750854690999084,2.776888869096091,,,
