5.497448921203613281e+00,5.532346248626708984e+00,5.570672035217285156e+00,5.616610527038574219e+00,5.668848991394042969e+00,5.724341869354248047e+00,5.783142566680908203e+00,5.848976612091064453e+00,5.917508602142333984e+00,5.985944747924804688e+00,6.055283546447753906e+00
5.432229042053222656e+00,5.464197635650634766e+00,5.501192569732666016e+00,5.543910026550292969e+00,5.589272499084472656e+00,5.635004997253417969e+00,5.679254055023193359e+00,5.722360134124755859e+00,5.765446662902832031e+00,5.808829307556152344e+00,5.851552963256835938e+00
5.124392509460449219e+00,5.155735015869140625e+00,5.195531845092773438e+00,5.236283302307128906e+00,5.277556896209716797e+00,5.319679260253906250e+00,5.362074375152587891e+00,5.402523517608642578e+00,5.441455841064453125e+00,5.480941295623779297e+00,5.519403457641601562e+00
5.079024791717529297e+00,5.106696128845214844e+00,5.137320041656494141e+00,5.171736717224121094e+00,5.205135822296142578e+00,5.240425109863281250e+00,5.277381896972656250e+00,5.314123630523681641e+00,5.350430488586425781e+00,5.387057781219482422e+00,5.422673702239990234e+00
5.082107543945312500e+00,5.106983661651611328e+00,5.137232303619384766e+00,5.171074390411376953e+00,5.205199241638183594e+00,5.241580486297607422e+00,5.278840541839599609e+00,5.315849304199218750e+00,5.351121902465820312e+00,5.385714054107666016e+00,5.419511795043945312e+00
4.600616455078125000e+00,4.601258754730224609e+00,4.609565734863281250e+00,4.620134353637695312e+00,4.631499290466308594e+00,4.642295360565185547e+00,4.652861118316650391e+00,4.663266181945800781e+00,4.674072265625000000e+00,4.684556961059570312e+00,4.695187091827392578e+00
4.570289134979248047e+00,4.571438789367675781e+00,4.577790260314941406e+00,4.586092948913574219e+00,4.596269607543945312e+00,4.606759071350097656e+00,4.617013931274414062e+00,4.627011775970458984e+00,4.637107849121093750e+00,4.647668838500976562e+00,4.658010959625244141e+00
4.473692893981933594e+00,4.476162910461425781e+00,4.484718799591064453e+00,4.495544910430908203e+00,4.507161140441894531e+00,4.519816398620605469e+00,4.532526969909667969e+00,4.544900894165039062e+00,4.556687831878662109e+00,4.567692756652832031e+00,4.578594684600830078e+00
4.458185672760009766e+00,4.458328723907470703e+00,4.467417716979980469e+00,4.483730316162109375e+00,4.500572204589843750e+00,4.517054080963134766e+00,4.533282279968261719e+00,4.548925399780273438e+00,4.563345909118652344e+00,4.577617645263671875e+00,4.591743946075439453e+00
4.368324756622314453e+00,4.371496677398681641e+00,4.383907794952392578e+00,4.398633480072021484e+00,4.412315368652343750e+00,4.426631927490234375e+00,4.441583156585693359e+00,4.455575942993164062e+00,4.469048500061035156e+00,4.482285499572753906e+00,4.494859218597412109e+00
3.987540960311889648e+00,3.987019777297973633e+00,3.994641780853271484e+00,4.005428791046142578e+00,4.019818782806396484e+00,4.035732269287109375e+00,4.052462577819824219e+00,4.069077968597412109e+00,4.085061550140380859e+00,4.100803852081298828e+00,4.115457534790039062e+00
3.624568939208984375e+00,3.622791528701782227e+00,3.632500171661376953e+00,3.646117925643920898e+00,3.661833286285400391e+00,3.678563833236694336e+00,3.694639682769775391e+00,3.709703445434570312e+00,3.724602937698364258e+00,3.739737987518310547e+00,3.754698276519775391e+00
3.564837455749511719e+00,3.570805549621582031e+00,3.589135169982910156e+00,3.606714725494384766e+00,3.623344898223876953e+00,3.639631986618041992e+00,3.655778646469116211e+00,3.671163082122802734e+00,3.686497449874877930e+00,3.701515674591064453e+00,3.716664314270019531e+00
3.440704107284545898e+00,3.457363843917846680e+00,3.476671457290649414e+00,3.497517824172973633e+00,3.517786502838134766e+00,3.536362886428833008e+00,3.555417537689208984e+00,3.573512554168701172e+00,3.590619802474975586e+00,3.608299255371093750e+00,3.625119209289550781e+00
3.381343603134155273e+00,3.402242660522460938e+00,3.427708148956298828e+00,3.452043533325195312e+00,3.475196838378906250e+00,3.495290517807006836e+00,3.513123035430908203e+00,3.531562805175781250e+00,3.549443006515502930e+00,3.566196918487548828e+00,3.582213401794433594e+00
3.298883914947509766e+00,3.317543506622314453e+00,3.345726728439331055e+00,3.373260021209716797e+00,3.397944450378417969e+00,3.420631408691406250e+00,3.441846847534179688e+00,3.460959911346435547e+00,3.478631496429443359e+00,3.495081186294555664e+00,3.511725187301635742e+00
3.268946647644042969e+00,3.283536434173583984e+00,3.309396028518676758e+00,3.336774349212646484e+00,3.360168933868408203e+00,3.382571458816528320e+00,3.403542280197143555e+00,3.423356294631958008e+00,3.442875146865844727e+00,3.461928129196166992e+00,3.479515075683593750e+00
3.241981744766235352e+00,3.261305809020996094e+00,3.288334608078002930e+00,3.314538478851318359e+00,3.339147090911865234e+00,3.363797426223754883e+00,3.385669231414794922e+00,3.406835079193115234e+00,3.427348136901855469e+00,3.447125911712646484e+00,3.465332984924316406e+00
3.201658725738525391e+00,3.208913326263427734e+00,3.231539964675903320e+00,3.259674310684204102e+00,3.285028219223022461e+00,3.308628559112548828e+00,3.331206798553466797e+00,3.352619409561157227e+00,3.373991489410400391e+00,3.393974542617797852e+00,3.414261102676391602e+00
2.751319169998168945e+00,2.750968456268310547e+00,2.780901670455932617e+00,2.816762208938598633e+00,2.852260351181030273e+00,2.886446952819824219e+00,2.919651508331298828e+00,2.951462984085083008e+00,2.982156038284301758e+00,3.009560585021972656e+00,3.035275459289550781e+00
2.396932125091552734e+00,2.425930976867675781e+00,2.503561019897460938e+00,2.564601898193359375e+00,2.617255926132202148e+00,2.663017511367797852e+00,2.706096649169921875e+00,2.745675802230834961e+00,2.782238245010375977e+00,2.816895246505737305e+00,2.849887847900390625e+00
2.038614511489868164e+00,2.126891136169433594e+00,2.211431264877319336e+00,2.301137447357177734e+00,2.361276626586914062e+00,2.423926591873168945e+00,2.478860616683959961e+00,2.527163743972778320e+00,2.573864698410034180e+00,2.616268396377563477e+00,2.654969453811645508e+00
1.737579345703125000e+00,1.891222357749938965e+00,2.022876024246215820e+00,2.123279809951782227e+00,2.200493574142456055e+00,2.260844707489013672e+00,2.315421104431152344e+00,2.369576930999755859e+00,2.413343191146850586e+00,2.453078508377075195e+00,2.493262767791748047e+00
