,0
0,9.511298859934854
1,7.255059357186482
2,5.791950834690554
3,5.101218953583062
4,4.89209342235851
5,4.823231849297638
6,4.789363500737989
7,4.763651993841612
8,4.742482536390472
9,4.726484565859121
10,4.708049165309446
11,4.689372009873779
12,4.676350646376221
13,4.661932830313518
14,4.6510753320948695
15,4.639269104997964
16,4.628421149735342
17,4.618512778018119
18,4.61402957680171
19,4.607214315706433
20,4.596747283438518
21,4.590865641541124
22,4.582463864006515
23,4.576949625916124
24,4.569798770867264
25,4.56561020841816
26,4.558372273895562
27,4.550720811278501
28,4.550677072730049
29,4.54483877175794
30,4.535792447068404
31,4.533850455517101
32,4.529028081738599
33,4.522438272979438
34,4.518276351282573
35,4.516289030690147
36,4.509634011731474
37,4.50722163197272
38,4.505274868943404
39,4.4975701248218645
40,4.495576044635587
41,4.491307559929764
42,4.487493160881515
43,4.482998428593241
44,4.483612756387418
45,4.478444052829804
46,4.472859833061889
47,4.470134523870114
48,4.469477650396987
49,4.464444138716408
