1.000000000000000000e+00,5.500550708087336815e+00,5.454670958876221221e+00,5.452516636553339069e+00,5.474715938008957394e+00,5.465685915869300082e+00,5.476210603496538987e+00,5.461210269493077973e+00,5.458207419330212140e+00,5.446234588126017684e+00,5.491599415334894374e+00,5.504237072475570258e+00,5.463464792854234808e+00,5.450692341459690837e+00,5.486797320337948314e+00,5.473175545857084323e+00,5.486917402534609245e+00,5.501201219589780145e+00,5.453229177269951045e+00,5.480678695032572989e+00,5.457740609731270176e+00,5.473378333672638263e+00,5.459498899379071624e+00,5.491652696839373071e+00,5.470109075987378056e+00,5.460352596320236174e+00,5.453338921264251127e+00,5.473492849144951045e+00,5.477242435616856753e+00,5.481221053033388024e+00,5.505889594360748873e+00
2.000000000000000000e+00,5.425761368841611976e+00,5.410151478521987300e+00,5.449388932715797829e+00,5.469902311940146866e+00,5.447155881005699918e+00,5.445525228394747508e+00,5.432143220684038987e+00,5.402497232542752492e+00,5.389123177295399358e+00,5.457001428262418408e+00,5.421727879427931995e+00,5.433311039927727570e+00,5.473716313365227570e+00,5.473047511197068005e+00,5.427384864235545336e+00,5.447133216485138263e+00,5.410457648361155947e+00,5.441319965772597911e+00,5.430897069676302813e+00,5.461395561889251127e+00,5.460958574027890755e+00,5.455911940782776526e+00,5.502788928898615595e+00,5.421003807639454664e+00,5.420935814077768811e+00,5.469563139378053940e+00,5.454981900193404343e+00,5.459436472541734808e+00,5.517841749160219855e+00,5.460380429941978697e+00
3.000000000000000000e+00,5.074592515777687218e+00,5.084053561431188584e+00,5.157551023004885771e+00,5.076574269645765192e+00,5.068483035805170900e+00,5.090084312016490031e+00,5.120791556392507715e+00,5.136289714601995016e+00,5.073056099857492285e+00,5.046354908896580227e+00,5.057307836675488666e+00,5.121150610112988666e+00,5.130922199460504984e+00,5.065868663477198552e+00,5.058393347923452410e+00,5.138813826470888024e+00,5.101261499262011334e+00,5.103873485850977332e+00,5.093885589500203537e+00,5.063670602605863102e+00,5.054735612403297829e+00,5.098802199969462379e+00,5.071535191240839069e+00,5.158328773921009969e+00,5.129339659252850403e+00,5.086072691877036256e+00,5.066486967503053940e+00,5.050768526058631913e+00,5.123802359018729824e+00,5.139338291429153216e+00
4.000000000000000000e+00,4.991853894162256111e+00,4.994319555425488666e+00,4.958596294788273795e+00,4.977352179611155947e+00,5.006537720124185853e+00,4.997686628410016318e+00,4.951783419432003619e+00,5.018884714729234808e+00,4.966258493230863102e+00,4.927562999414698552e+00,4.929825475239209887e+00,5.039250178135179503e+00,4.979162557893933361e+00,4.977361722567182234e+00,4.967248574918566639e+00,4.940599472592630548e+00,5.048021347592630548e+00,4.972868183148412058e+00,4.978278641592019937e+00,4.979189198646172265e+00,4.954728216612378056e+00,4.981349485316571624e+00,4.991649515854031272e+00,4.941834092528501365e+00,4.979073092681188584e+00,4.984287522903094292e+00,4.961811475722719855e+00,4.969210845251424757e+00,4.942389174470683599e+00,5.000867216128868087e+00
5.000000000000000000e+00,4.916118211777280145e+00,5.041220798554560290e+00,4.922508413706229824e+00,4.944835352198697187e+00,4.941562913528094292e+00,4.974266623829397105e+00,4.894870820185260207e+00,4.942317999923655947e+00,4.957086121997149597e+00,4.981535175335912058e+00,4.933068887418566639e+00,4.943978871895358118e+00,4.947318111258143247e+00,4.904271824740431995e+00,4.949827113446660931e+00,5.014395946788477332e+00,5.022767902585504984e+00,4.971704737759568005e+00,4.952754415207654581e+00,4.925201913044584323e+00,4.937344131718241158e+00,4.974710371284609245e+00,4.958795106372149597e+00,4.947698636629682234e+00,4.924743453532165915e+00,4.940982781326344053e+00,4.953843505064128294e+00,4.914628715390879421e+00,4.977183985011197187e+00,5.025985071635790113e+00
6.000000000000000000e+00,4.521494315579193568e+00,4.428217089525651851e+00,4.358376170602605626e+00,4.451968314205007715e+00,4.508319071915716236e+00,4.363580262622149597e+00,4.394035016286644613e+00,4.520563082120317766e+00,4.337353038477198552e+00,4.460735507430781510e+00,4.366127436634772430e+00,4.428685489617263826e+00,4.390864369146987300e+00,4.481699393704193568e+00,4.349725083341816401e+00,4.361164304254885771e+00,4.393914536466816401e+00,4.514604301328379421e+00,4.369471447475570258e+00,4.384746539087948314e+00,4.393080720684038987e+00,4.358044552880699918e+00,4.452922212184446060e+00,4.348389864744503619e+00,4.452788610800081592e+00,4.406245228521987300e+00,4.567758168770358118e+00,4.435698767050081592e+00,4.425471899175488666e+00,4.345879669686482316e+00
7.000000000000000000e+00,4.417507109502239793e+00,4.501273189383143247e+00,4.368000241754885771e+00,4.567252789724144613e+00,4.458710015014251127e+00,4.429434611665309163e+00,4.347670564434038987e+00,4.354844084003461013e+00,4.414981804763844053e+00,4.330568394365839069e+00,4.390646869274226205e+00,4.404238424394340434e+00,4.455733407980456029e+00,4.358692678644136898e+00,4.351226110800081592e+00,4.388184786619503619e+00,4.405181984171417042e+00,4.504062515904927011e+00,4.435014457578379421e+00,4.634583513589169534e+00,4.339372964169380786e+00,4.527167205313517684e+00,4.342056522928542606e+00,4.349909182868485047e+00,4.419654672231270176e+00,4.474552117263844053e+00,4.470675291378257477e+00,4.377290707069422027e+00,4.363501533234934726e+00,4.398876873600366721e+00
8.000000000000000000e+00,4.248458812601791479e+00,4.354195560616856753e+00,4.234924515217834085e+00,4.220251425081433361e+00,4.359672819752646866e+00,4.368090899837133279e+00,4.305180552728012700e+00,4.293051057995724840e+00,4.263340257278094292e+00,4.229293375916124198e+00,4.392945528807003619e+00,4.251171397852198552e+00,4.287504612428746142e+00,4.289681599272190837e+00,4.277527451903501365e+00,4.222496405486563908e+00,4.378359915767507715e+00,4.410407547842019937e+00,4.355455230812296463e+00,4.210013423758143247e+00,4.325099485316571624e+00,4.242568820617874437e+00,4.275514683428339069e+00,4.302256431952361737e+00,4.230100550946660931e+00,4.398913057308631913e+00,4.537295462642507715e+00,4.408327183428339069e+00,4.431234254122556671e+00,4.408748663986155947e+00
9.000000000000000000e+00,4.281129520180170900e+00,4.307415194930781510e+00,4.264490183479234808e+00,4.331880948442589307e+00,4.496471889632532637e+00,4.170617715543566639e+00,4.218363510280944695e+00,4.202755608077158200e+00,4.431581776771172265e+00,4.381853035296213505e+00,4.265271513003868087e+00,4.198468037459283764e+00,4.316988767940757477e+00,4.330499605557817766e+00,4.386350550946660931e+00,4.315927114082858118e+00,4.234949963100570258e+00,4.194951060540512700e+00,4.456519111359934726e+00,4.256705517100977332e+00,4.212789231092223474e+00,4.244421744579600642e+00,4.205764422587540352e+00,4.221927406733509969e+00,4.384440766871946060e+00,4.304502207603827735e+00,4.272448213558631913e+00,4.226540233102605626e+00,4.441636076190961013e+00,4.137500874770968728e+00
1.000000000000000000e+01,4.241501600035626929e+00,4.230453242696457394e+00,4.171785534787256111e+00,4.128427511706026287e+00,4.370379618790716236e+00,4.149160378918973713e+00,4.406350996284609245e+00,4.341808803695032637e+00,4.242377166251017684e+00,4.210809465339983682e+00,4.181603248422231189e+00,4.197264034507329100e+00,4.071859254122556671e+00,4.277909567767712140e+00,4.146200472058224840e+00,4.106916893576954664e+00,4.216737231524836815e+00,4.231234174597923392e+00,4.248793611309038987e+00,4.302277505980252492e+00,4.115526230405130548e+00,4.226397088762214871e+00,4.266907732339169534e+00,4.146433479234527653e+00,4.231575732899022668e+00,4.185486436278501365e+00,4.145498269543973713e+00,4.179793267762621944e+00,4.319745886985952410e+00,4.124091828684853134e+00
2.000000000000000000e+01,3.824747588813110610e+00,3.974379548809038987e+00,3.875977357746335450e+00,3.805053313314332275e+00,4.079950487963151851e+00,3.876783737530537621e+00,3.787533638919991841e+00,3.830750108153501809e+00,3.834470270510993650e+00,3.864387437652687218e+00,3.896655750585301448e+00,3.829773943276669534e+00,3.857398415233102451e+00,3.837840126857695378e+00,3.903501628664495016e+00,3.812024442691368087e+00,3.873480681876018128e+00,3.897101883779519493e+00,3.916124573747964188e+00,3.774663372226180869e+00,4.146950389352605626e+00,3.817925965747150041e+00,4.028969233509772430e+00,3.886172415767508159e+00,3.821116891668363102e+00,4.065217754351587942e+00,3.916101511604234364e+00,3.842231874745521303e+00,3.820627417548859928e+00,3.846088819472719855e+00
3.000000000000000000e+01,3.676648863752035812e+00,3.597991446330415233e+00,3.772410836980863102e+00,3.762345404112378056e+00,3.754375445337947870e+00,3.725764470302320941e+00,3.581528654315961013e+00,3.672375209945032637e+00,3.649080059039087942e+00,3.695942732720887580e+00,3.560337327590594292e+00,3.694682664902280145e+00,3.856757844309853578e+00,3.709690553745928376e+00,3.564755318607491841e+00,3.569513277432817766e+00,3.706128247786034002e+00,3.638352185973126929e+00,3.702334525142508159e+00,3.675499732797231189e+00,3.628660518882329100e+00,3.860714592452158200e+00,3.673048783591205346e+00,3.565472630802117404e+00,3.637010207781962379e+00,3.744920761655130104e+00,3.897878441826140072e+00,3.719907878664495016e+00,3.790051388818200362e+00,3.613006094767915233e+00
4.000000000000000000e+01,3.866710352198697187e+00,3.600536234604030827e+00,3.589921684140879421e+00,3.720875693454804622e+00,3.740903972414495016e+00,3.524994989948086133e+00,3.523856594818810972e+00,3.975085727554967363e+00,3.803644932054153216e+00,3.652526259033998191e+00,3.738213654061481872e+00,3.907679057664902089e+00,3.642006342884771986e+00,3.567808269289495016e+00,3.640674702895969173e+00,3.621627360291123754e+00,3.621034504148004984e+00,3.787144365838762017e+00,3.756027967223126929e+00,3.804489483662459204e+00,3.608515736334486856e+00,3.613047447577361737e+00,3.640388811838354943e+00,3.693553415105863102e+00,3.713467178593241158e+00,3.641051252035830466e+00,3.634716319727198552e+00,3.801388022953990031e+00,3.595900346091205346e+00,3.665684007278094292e+00
5.000000000000000000e+01,3.763130709868689028e+00,3.522347217274022668e+00,3.427780101664291479e+00,3.586884240762418408e+00,3.594896347592630104e+00,3.516508518678746142e+00,3.537250133601384405e+00,3.614548077412459204e+00,3.411354686227606070e+00,3.513857167396172709e+00,3.612970308682817766e+00,3.521438250712540796e+00,3.556392508143322306e+00,3.667820038935260651e+00,3.464648119401465998e+00,3.546860685565961013e+00,3.835941873854845419e+00,3.528383932206840434e+00,3.484642600391897549e+00,3.581942977656758842e+00,3.529186335759364912e+00,3.647810845887621944e+00,3.617290484400447870e+00,3.453474113141286495e+00,3.841822322882736174e+00,3.521846212082654581e+00,3.784915290360341800e+00,3.597734979387214871e+00,3.633965209563314147e+00,3.485275218851791479e+00
6.000000000000000000e+01,3.531042440706433361e+00,3.523761165258550321e+00,3.644226670653501809e+00,3.687258245114006350e+00,3.630138086573697187e+00,3.517172549368892565e+00,3.573736035474348594e+00,3.627209194320032637e+00,3.633731804763843609e+00,3.552940343800895739e+00,3.566396707043974157e+00,3.582315948188110610e+00,3.434746857186481872e+00,3.494799088965797829e+00,3.586498546289698552e+00,3.550153403018118770e+00,3.518686698391694012e+00,3.681184948849755667e+00,3.670674178033387580e+00,3.517733595658591117e+00,3.605693804712947870e+00,3.681553147903094292e+00,3.648924986003664550e+00,3.643231419864617404e+00,3.432965505394951045e+00,3.673715200020358118e+00,3.543528603420195378e+00,3.959009027636400724e+00,3.507670150905944695e+00,3.628242616933021303e+00
7.000000000000000000e+01,3.529618154519543971e+00,3.596099157675081592e+00,4.063878559522597911e+00,3.491099205389861737e+00,3.476983582934650041e+00,3.715110157522393930e+00,3.544877341205211696e+00,3.747418630394951045e+00,3.534874732797231189e+00,3.495890564561278335e+00,3.620092932486767001e+00,3.507802957043974157e+00,3.588464792854234364e+00,3.594889587998778335e+00,3.723462629784202171e+00,3.474450723356066639e+00,3.579900785067182234e+00,3.521358328455822306e+00,3.569618249949104261e+00,3.546353318403908883e+00,3.501426671925895739e+00,3.603448824307817766e+00,3.916714646528908883e+00,3.613289600086522668e+00,3.720443874694625563e+00,3.631210078633957838e+00,3.534220245063110610e+00,3.694781673071050321e+00,3.663041403705211696e+00,3.613119019747557115e+00
8.000000000000000000e+01,3.673694523615635088e+00,3.777730239719055305e+00,3.558666912662866277e+00,3.540824765879478697e+00,3.741291257379886215e+00,3.533255611258143247e+00,3.693680256896376246e+00,3.637534672740228014e+00,3.607488675692182234e+00,3.598141350264658200e+00,3.713290633906758842e+00,3.476576416810871262e+00,3.564102818989209887e+00,3.949095089194829100e+00,3.715947154290513144e+00,3.568391582476587942e+00,3.739997391592019493e+00,3.580082896478013144e+00,3.756326184598941520e+00,3.614067351002646422e+00,3.745266693811074799e+00,3.751964258448697187e+00,3.587483061253053940e+00,3.862924979641694012e+00,3.747431751959486856e+00,3.571104962973330466e+00,3.690861506260179059e+00,3.595847859833062099e+00,3.516942723177931551e+00,3.519610774633550321e+00
9.000000000000000000e+01,3.520045774379071624e+00,3.613182241831229824e+00,3.655521554356677694e+00,3.495995934700732999e+00,3.565350162866449679e+00,3.625046919533794654e+00,3.565760907598737983e+00,3.548787567436889390e+00,3.485424327539698552e+00,3.533045268602402089e+00,3.493101238039495016e+00,3.979200332094869896e+00,3.517427823442589752e+00,3.619708430883550321e+00,3.667839522470480507e+00,3.660275934573493650e+00,3.515737924979641882e+00,3.428780123931189028e+00,3.489521834283387580e+00,3.604107685896783320e+00,3.438622092579397549e+00,3.584553771376221665e+00,3.495865911924878056e+00,3.565524719437092926e+00,3.571821479921620579e+00,3.628790541658184043e+00,3.459928332400244333e+00,3.592656536288680869e+00,3.531624958647190393e+00,3.522367496055577973e+00
