1.000000000000000000e+01,4.205576098549449249e+00,8.869569824418647164e-01
2.000000000000000000e+01,3.373555755322168892e+00,9.255197772541073897e-01
3.000000000000000000e+01,3.189891716113606890e+00,9.340523921400549767e-01
4.000000000000000000e+01,3.077562353148154628e+00,9.373821814632087301e-01
5.000000000000000000e+01,2.990482098382618581e+00,9.392904576584135690e-01
6.000000000000000000e+01,2.985083576983431186e+00,9.402034402563907989e-01
7.000000000000000000e+01,2.934167138029957655e+00,9.422650841907498354e-01
8.000000000000000000e+01,2.886846626233376512e+00,9.440386775286252474e-01
9.000000000000000000e+01,2.883751912357737091e+00,9.439415967880481206e-01
1.000000000000000000e+02,2.860869901375450386e+00,9.441482612950147235e-01
1.100000000000000000e+02,2.851531172229359701e+00,9.445236564859404993e-01
1.200000000000000000e+02,2.852974447325963059e+00,9.446904783642832149e-01
1.300000000000000000e+02,2.846494988294319572e+00,9.445799648762653877e-01
1.400000000000000000e+02,2.844699672541355362e+00,9.446820794344155114e-01
1.500000000000000000e+02,2.842989752592592900e+00,9.448346545005400499e-01
1.600000000000000000e+02,2.844442160469135228e+00,9.448619391229788889e-01
1.700000000000000000e+02,2.845547974281698256e+00,9.446865597690312644e-01
1.800000000000000000e+02,2.845393425956951994e+00,9.444451221499681193e-01
1.900000000000000000e+02,2.851051983169609283e+00,9.442725373240817843e-01
2.000000000000000000e+02,2.851051983169609283e+00,9.442725373240817843e-01
2.100000000000000000e+02,2.834557992892951628e+00,9.446571782638700787e-01
2.200000000000000000e+02,2.834557992892951628e+00,9.446571782638700787e-01
2.300000000000000000e+02,2.833864058776194295e+00,9.447120602278138435e-01
2.400000000000000000e+02,2.832645751325764572e+00,9.446196085342737359e-01
2.500000000000000000e+02,2.867409254325609336e+00,9.437368101040228829e-01
2.600000000000000000e+02,2.870114511779858546e+00,9.438051704673109388e-01
2.700000000000000000e+02,2.868093320000526969e+00,9.439559317319572429e-01
2.800000000000000000e+02,2.868093320000526969e+00,9.439559317319572429e-01
2.900000000000000000e+02,2.868273268320448377e+00,9.439628430276428839e-01
3.000000000000000000e+02,2.860881677220819430e+00,9.441606543810969754e-01
3.100000000000000000e+02,2.860881677220819430e+00,9.441606543810969754e-01
3.200000000000000000e+02,2.860944050644306014e+00,9.441538495044112800e-01
3.300000000000000000e+02,2.861560261296765884e+00,9.441366686942327391e-01
3.400000000000000000e+02,2.861560261296765884e+00,9.441366686942327391e-01
3.500000000000000000e+02,2.861560261296765884e+00,9.441366686942327391e-01
3.600000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
3.700000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
3.800000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
3.900000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
4.000000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
4.100000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
4.200000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
4.300000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
4.400000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
4.500000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
4.600000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
4.700000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
4.800000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
4.900000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
5.000000000000000000e+02,2.863302318979374927e+00,9.440183844485211528e-01
5.100000000000000000e+02,2.863016989953631519e+00,9.440450709301071441e-01
5.200000000000000000e+02,2.863016989953631519e+00,9.440450709301071441e-01
5.300000000000000000e+02,2.863016989953631519e+00,9.440450709301071441e-01
5.400000000000000000e+02,2.863016989953631519e+00,9.440450709301071441e-01
5.500000000000000000e+02,2.863016989953631519e+00,9.440450709301071441e-01
5.600000000000000000e+02,2.863016989953631519e+00,9.440450709301071441e-01
5.700000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
5.800000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
5.900000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
6.000000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
6.100000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
6.200000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
6.300000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
6.400000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
6.500000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
6.600000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
6.700000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
6.800000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
6.900000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
7.000000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
7.100000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
7.200000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
7.300000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
7.400000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
7.500000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
7.600000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
7.700000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
7.800000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
7.900000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
8.000000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
8.100000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
8.200000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
8.300000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
8.400000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
8.500000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
8.600000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
8.700000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
8.800000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
8.900000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
9.000000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
9.100000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
9.200000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
9.300000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
9.400000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
9.500000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
9.600000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
9.700000000000000000e+02,2.863210626372939327e+00,9.440320312212621134e-01
9.800000000000000000e+02,2.856944133194950552e+00,9.442401872662150586e-01
9.900000000000000000e+02,2.856944133194950552e+00,9.442401872662150586e-01
