-2.500000000000000139e-02,2.500000000000000139e-02,7.500000000000001110e-02,1.250000000000000278e-01,1.750000000000000167e-01,2.250000000000000056e-01,2.750000000000000222e-01,3.250000000000000111e-01,3.750000000000000000e-01,4.249999999999999889e-01,4.749999999999999778e-01,5.250000000000000222e-01,5.750000000000000666e-01,6.250000000000000000e-01,6.750000000000000444e-01,7.249999999999999778e-01,7.750000000000000222e-01,8.250000000000000666e-01,8.750000000000000000e-01,9.250000000000000444e-01
-8.958779358963587569e+00,-8.958779358963587569e+00,-8.958779358963587569e+00,-8.958779358963587569e+00,-8.958779358963587569e+00,-4.588105225662806319e+00,-3.686088299851038919e+00,-2.420327521506843382e+00,-9.672114811275820401e-01,4.251273233687680175e-01,1.853641063134324085e+00,3.593496545939117937e+00,5.398718047042271095e+00,6.879775023360631181e+00,-8.958779358963587569e+00,-8.958779358963587569e+00,-8.958779358963587569e+00,-8.958779358963587569e+00,-8.958779358963587569e+00,-8.958779358963587569e+00
-2.500000000000000139e-02,2.500000000000000139e-02,7.500000000000001110e-02,1.250000000000000278e-01,1.750000000000000167e-01,2.250000000000000056e-01,2.750000000000000222e-01,3.250000000000000111e-01,3.750000000000000000e-01,4.249999999999999889e-01,4.749999999999999778e-01,5.250000000000000222e-01,5.750000000000000666e-01,6.250000000000000000e-01,6.750000000000000444e-01,7.249999999999999778e-01,7.750000000000000222e-01,8.250000000000000666e-01,8.750000000000000000e-01,9.250000000000000444e-01
-7.656603226601828460e+00,-7.656603226601828460e+00,-6.558093914925803070e+00,-6.143641975206739048e+00,-4.528472541472355672e+00,-7.271108639616405966e-01,3.640623679220925446e+00,6.771086968881003365e+00,7.835916533530009609e+00,1.392316209322239473e+01,8.492498030722391178e+00,1.397519456392551618e+01,-7.656603226601828460e+00,-7.656603226601828460e+00,-7.656603226601828460e+00,-7.656603226601828460e+00,-7.656603226601828460e+00,-7.656603226601828460e+00,-7.656603226601828460e+00,-7.656603226601828460e+00
-2.500000000000000139e-02,2.500000000000000139e-02,7.500000000000001110e-02,1.250000000000000278e-01,1.750000000000000167e-01,2.250000000000000056e-01,2.750000000000000222e-01,3.250000000000000111e-01,3.750000000000000000e-01,4.249999999999999889e-01,4.749999999999999778e-01,5.250000000000000222e-01,5.750000000000000666e-01,6.250000000000000000e-01,6.750000000000000444e-01,7.249999999999999778e-01,7.750000000000000222e-01,8.250000000000000666e-01,8.750000000000000000e-01,9.250000000000000444e-01
-1.208192726890744773e+01,-1.208192726890744773e+01,-1.208192726890744773e+01,-1.208192726890744773e+01,-6.191607206270118624e+00,-4.521683185502906710e+00,-2.426651682899793272e+00,-4.675217291794684371e-01,1.132750424801439948e+00,2.358671598118272428e+00,1.748492725628450373e+00,1.641241676405053695e+00,-9.978232353135963351e+00,2.581097633436302274e+00,2.338696510389427274e+00,-1.208192726890744773e+01,-1.208192726890744773e+01,-1.208192726890744773e+01,-1.208192726890744773e+01,-1.208192726890744773e+01
-2.500000000000000139e-02,2.500000000000000139e-02,7.500000000000001110e-02,1.250000000000000278e-01,1.750000000000000167e-01,2.250000000000000056e-01,2.750000000000000222e-01,3.250000000000000111e-01,3.750000000000000000e-01,4.249999999999999889e-01,4.749999999999999778e-01,5.250000000000000222e-01,5.750000000000000666e-01,6.250000000000000000e-01,6.750000000000000444e-01,7.249999999999999778e-01,7.750000000000000222e-01,8.250000000000000666e-01,8.750000000000000000e-01,9.250000000000000444e-01
-4.425428145766424848e+00,-4.425428145766424848e+00,-3.060086959242987348e+00,-2.331892687166345013e+00,-1.291570406566926010e+00,-1.916527180391414120e-01,1.126002543379016174e+00,2.228988641230516876e+00,2.043292663506672824e+00,2.412404495835137830e+00,2.340621557195814439e+00,-4.425428145766424848e+00,8.668894058823418902e+00,-4.425428145766424848e+00,-4.425428145766424848e+00,-4.425428145766424848e+00,-4.425428145766424848e+00,-4.425428145766424848e+00,-4.425428145766424848e+00,-4.425428145766424848e+00
-2.500000000000000139e-02,2.500000000000000139e-02,7.500000000000001110e-02,1.250000000000000278e-01,1.750000000000000167e-01,2.250000000000000056e-01,2.750000000000000222e-01,3.250000000000000111e-01,3.750000000000000000e-01,4.249999999999999889e-01,4.749999999999999778e-01,5.250000000000000222e-01,5.750000000000000666e-01,6.250000000000000000e-01,6.750000000000000444e-01,7.249999999999999778e-01,7.750000000000000222e-01,8.250000000000000666e-01,8.750000000000000000e-01,9.250000000000000444e-01
1.165926681369584728e+01,1.165926681369584728e+01,1.166398177951615978e+01,1.159594029595496245e+01,1.093896137088578868e+01,1.013684951633256581e+01,8.487810158829310225e+00,6.199680410109199791e+00,5.183146567611734312e+00,2.558007935341173322e+00,7.427768774858325429e-01,-9.528844336939261694e-01,-3.048199466442319761e+00,-4.882934832473178943e+00,-6.841317160630683958e+00,-8.023030702173294060e+00,-9.818321113259607102e+00,-1.131060235116369839e+01,-1.288860604753055128e+01,-1.507459129482466054e+01
