1.000000000000000000e+00,5.505528552524429742e+00,8.028960227966308594e-01,9.961633340543567527e+00,3.710476756095886230e-01
2.000000000000000000e+00,5.457861089551099276e+00,8.065947294235229492e-01,8.471627996488191314e+00,5.445775985717773438e-01
3.000000000000000000e+00,5.098363223992263826e+00,8.329194188117980957e-01,7.994590734425895739e+00,5.927380323410034180e-01
4.000000000000000000e+00,4.965826674470683599e+00,8.408260941505432129e-01,7.521784978114820497e+00,6.440304517745971680e-01
5.000000000000000000e+00,4.961708093699104261e+00,8.412215113639831543e-01,7.557634682919380786e+00,6.442223191261291504e-01
6.000000000000000000e+00,4.507923834486970982e+00,8.670899868011474609e-01,5.565452352020561655e+00,8.058355450630187988e-01
7.000000000000000000e+00,4.395778991500407074e+00,8.712158203125000000e-01,5.264118405817385771e+00,8.216566443443298340e-01
8.000000000000000000e+00,4.325565897292345419e+00,8.731940984725952148e-01,5.120119970862174519e+00,8.290086388587951660e-01
9.000000000000000000e+00,4.245953389021783764e+00,8.742121458053588867e-01,5.092390924012621944e+00,8.319482803344726562e-01
1.000000000000000000e+01,4.148526567589576608e+00,8.799785375595092773e-01,4.968040242645561655e+00,8.390323519706726074e-01
2.000000000000000000e+01,3.741319886247964188e+00,9.048170447349548340e-01,4.460559757990635532e+00,8.688142895698547363e-01
3.000000000000000000e+01,3.594985017559038987e+00,9.097844958305358887e-01,4.121246834919584323e+00,8.874934911727905273e-01
4.000000000000000000e+01,3.696743148157573433e+00,9.030267596244812012e-01,4.063471393398819131e+00,8.911738395690917969e-01
5.000000000000000000e+01,3.399117833240024478e+00,9.196367263793945312e-01,3.954162001221498191e+00,8.974014520645141602e-01
6.000000000000000000e+01,3.489647085581229824e+00,9.133535027503967285e-01,3.933986601689739349e+00,8.986036777496337891e-01
7.000000000000000000e+01,3.473408553033387580e+00,9.160498380661010742e-01,3.905931106219462379e+00,9.001061916351318359e-01
8.000000000000000000e+01,3.500846142100977332e+00,9.185177087783813477e-01,3.900712699765879421e+00,9.012584090232849121e-01
9.000000000000000000e+01,3.409496990787866277e+00,9.220614433288574219e-01,3.852092134059446060e+00,9.029875993728637695e-01
1.000000000000000000e+02,3.354624993638029462e+00,9.253645539283752441e-01,3.842388538273615595e+00,9.040415287017822266e-01
2.000000000000000000e+02,3.583145390116042162e+00,9.209896922111511230e-01,3.618077380649430186e+00,9.152529239654541016e-01
3.000000000000000000e+02,3.816642438161645057e+00,9.030055403709411621e-01,3.514156180018322306e+00,9.220707416534423828e-01
4.000000000000000000e+02,3.673798700885586133e+00,9.108540415763854980e-01,3.399572714143933361e+00,9.268157482147216797e-01
5.000000000000000000e+02,3.861811237148819131e+00,8.984888195991516113e-01,3.269425681048961696e+00,9.317742586135864258e-01
6.000000000000000000e+02,3.695384072170195378e+00,9.081015586853027344e-01,3.086938317513232999e+00,9.391259551048278809e-01
7.000000000000000000e+02,3.812931023513843609e+00,9.011704325675964355e-01,3.109248953455822306e+00,9.368423223495483398e-01
8.000000000000000000e+02,3.673422151745724840e+00,9.090760350227355957e-01,3.005994566877035812e+00,9.416335821151733398e-01
9.000000000000000000e+02,3.762013388767304622e+00,9.024012088775634766e-01,2.999392431799674075e+00,9.412325024604797363e-01
1.000000000000000000e+03,3.765314456305985491e+00,9.046018123626708984e-01,2.940446387673045781e+00,9.426274895668029785e-01
2.000000000000000000e+03,3.270388525549674075e+00,9.233461022377014160e-01,2.730750267202768811e+00,9.491284489631652832e-01
3.000000000000000000e+03,2.824096878499084085e+00,9.401997327804565430e-01,2.673143020281962379e+00,9.501904845237731934e-01
4.000000000000000000e+03,2.817639478254784002e+00,9.415343403816223145e-01,2.711373692615024478e+00,9.485232234001159668e-01
5.000000000000000000e+03,2.737018796442386215e+00,9.483324885368347168e-01,2.774557206840390755e+00,9.494583010673522949e-01
6.000000000000000000e+03,2.674648023971905708e+00,9.509289264678955078e-01,2.713837763385586133e+00,9.516807198524475098e-01
7.000000000000000000e+03,2.752586936329397549e+00,9.479427933692932129e-01,2.775462793604947187e+00,9.467885494232177734e-01
8.000000000000000000e+03,2.765427778908794654e+00,9.490450620651245117e-01,2.778956509568403899e+00,9.488399624824523926e-01
9.000000000000000000e+03,2.746403100824511334e+00,9.490208625793457031e-01,2.762181185744096101e+00,9.489737749099731445e-01
1.000000000000000000e+04,2.854528768831433361e+00,9.462891817092895508e-01,2.750378338444116277e+00,9.501672387123107910e-01
2.000000000000000000e+04,2.842496294152076608e+00,9.459993839263916016e-01,2.845841100239209887e+00,9.455990791320800781e-01
3.000000000000000000e+04,3.025252252137621944e+00,9.394959211349487305e-01,2.916417423211013826e+00,9.430465698242187500e-01
4.000000000000000000e+04,3.024998966179763826e+00,9.378533959388732910e-01,3.057180199638640072e+00,9.371675252914428711e-01
5.000000000000000000e+04,3.057713809929763826e+00,9.353408813476562500e-01,3.073497859196864912e+00,9.343171119689941406e-01
6.000000000000000000e+04,3.097934983840594292e+00,9.332604408264160156e-01,3.259724669813721665e+00,9.267271161079406738e-01
7.000000000000000000e+04,3.104680064446763144e+00,9.333688020706176758e-01,3.235331681341612420e+00,9.294657111167907715e-01
8.000000000000000000e+04,3.176050242072984364e+00,9.303539991378784180e-01,3.152664234273208521e+00,9.309507608413696289e-01
9.000000000000000000e+04,9.021847007328990742e+01,-3.249782943725585938e+01,3.181202444269136898e+00,9.292873144149780273e-01
1.000000000000000000e+05,3.184252213965797829e+00,9.292523860931396484e-01,3.196888877048554622e+00,9.294615983963012695e-01
